frame,x,y
0,0.6469456607299054,0.4345150051352843
0,0.4837072448830142,0.1432377880117835
0,0.6464899877525636,0.3333876131997611
0,0.9194461268395423,0.14657334488540433
0,0.5398026971000301,0.17173635280967833
0,0.5165936310421129,0.03488810093862382
0,0.6961393849624233,0.5374009365389926
0,0.8305911877860691,0.10555391837578912
0,0.8359643714148896,0.4510423068116645
0,0.7805666163733802,0.6098987260964536
0,0.7147778521426849,0.6505194820739175
0,0.7770796449600889,0.20199501811063184
0,0.7328388807209236,0.18899997628021162
0,0.9105929176822671,0.08390536534733055
0,0.5396245732472141,0.1439701197920403
0,0.6005915603522584,0.028600405262704638
0,0.5605692186524878,0.09513520511102415
0,0.6309376624736668,0.4169775686347632
0,0.988954571515642,0.14789967752642377
0,0.6160168345227564,0.2762535802944392
0,0.813750687319449,0.5312026624434356
0,0.5114559669355575,0.012378134920971883
0,0.8558820979657873,0.22554340932344294
0,0.7057553915804111,0.3519278131479065
0,0.5756555004015393,0.4623396082908703
0,0.44147157663626724,0.2765023447763962
0,0.4620319793141623,0.43038931156957067
0,0.8873667323972255,0.454414783256332
0,0.7900199870024124,0.5440560370672198
0,0.49578954204235903,0.10839237524396353
0,0.6224003656772658,0.11120674743249134
0,0.7305760616283993,0.3284122837600835
0,0.6695609543828416,0.6483887908339915
0,0.4713551046917084,0.3071929558287094
0,0.8408699316065124,0.3963890277780047
0,0.6509126184592223,0.020113082162149767
0,0.9059679909825249,0.13284249490842348
0,0.6473388308944129,0.1918875571272793
0,0.8384966075041266,0.07749086640238842
0,0.9435215036176783,0.32739978864850794
0,0.4561077035975815,0.33302680501145604
0,0.594515793451359,0.02127887283773357
0,0.7594665218916785,0.07108219837175457
0,0.6394207988799514,0.07977524467383687
0,0.6450256987620002,0.06069111249791787
0,0.7630348269331927,0.14327721053942033
0,0.790282096715508,0.23658510107028774
0,0.7373865824695284,0.39470420758438174
0,0.8398770929671097,0.326002883920833
0,0.7921862128189201,0.07337986025719703
0,0.5321866231847081,0.4015278344763371
0,0.6655713781555053,0.5516278124355724
0,0.6523517238403472,0.4508620015815261
0,0.8015710589568514,0.3895277839991126
0,0.5146713719577444,0.3289561269434198
0,0.8960753941541298,0.18550394952631857
0,0.6166639312516137,0.46987041323651524
0,0.8179366111494293,0.08802754277077213
0,0.6805609547276529,0.11677646796847616
0,0.5782564824099082,0.19754399136249925
0,0.560449803496555,0.22878903960999872
0,0.5612970584593757,0.03071685084956203
0,0.8486355199106492,0.030829984859386893
0,0.9231076604854717,0.21112382997527632
0,0.5343382838285864,0.10525960664605195
0,0.6592673244032194,0.1883552739186317
0,0.5348078283442681,0.33543606342193055
0,0.533767333202793,0.41184280151301644
0,0.5655468966738043,0.3811559854796297
0,0.7414503568581738,0.6260743209117889
0,0.9145143031434122,0.07888607847777115
0,0.4435284714223473,0.3923852254115228
0,0.8831442974273654,0.0653307152289442
0,0.6969692900206943,0.543828347533435
0,0.6189773276483836,0.3267804189721374
0,0.4757686733770581,0.27596137632164275
0,0.6887472114136709,0.4256893025898261
0,0.4983779886258679,0.4160220573577178
0,0.6672804710542715,0.019940360205922852
0,0.8558492333968832,0.06698787762435586
0,0.6504453048152824,0.3211885314881679
0,0.8679689326545947,0.13984481494100773
0,0.5466350609972046,0.11810631388577457
0,0.6092041311182271,0.26371181905307667
0,0.6289129963131683,0.3392145047992174
0,0.501630521088328,0.19131517206565044
0,0.8873497688443157,0.15581542757585054
0,0.4228346697693534,0.41354385836960406
0,0.49456542538359993,0.39880304302132513
0,0.61743770056902,0.26544226570724355
0,0.43242913777025865,0.3187187175908039
0,0.6928103368876594,0.10414958406795202
0,0.9820776860085607,0.16424502143339523
0,0.7825245979776433,0.15400605856634533
0,0.8465016466970717,0.03833397424516091
0,0.4026652859861344,0.38664403450069795
0,0.4492142542178475,0.2252199787787819
0,0.8637359721187169,0.44914409277115513
0,0.687131600101574,0.47471770954903547
0,0.7562058956396843,0.5789826376676536
0,0.6395588185805483,0.04579173283678187
0,0.5888922895304977,0.34258670520337436
0,0.4881157357978866,0.23862126231714392
0,0.48960144925937743,0.1629534578934767
0,0.6263338264291172,0.39748309838340384
0,0.5070512754135129,0.3673612050033928
0,0.7288059488459707,0.13132487696309247
0,0.8011934918975909,0.3049821376989754
0,0.683569209158641,0.19364421382724856
0,0.5003231356292557,0.06428201022823792
0,0.7129821797403757,0.24998747180266073
0,0.6803808046418047,0.47161038407106665
0,0.47984038128248147,0.17950717110448203
0,0.6553737101283306,0.42333399333829297
0,0.7013453540023259,0.03623798817497021
0,0.7586791406330908,0.5458871496126223
0,0.6072950229123506,0.19914668125995497
0,0.5657708530310543,0.18011597403338744
0,0.6815403353552965,0.07455407961251416
0,0.565313901498476,0.46488405614919853
0,0.819101787683763,0.30402816079646666
0,0.5608057512498451,0.4534688872784041
0,0.9062051726041438,0.39528505159880883
0,0.8001605288549427,0.11477177766992015
0,0.5636435026614799,0.43577070665122775
0,0.7842410930221592,0.5100085304611555
0,0.6104934690309911,0.1270449976205646
0,0.4784597602367737,0.3888077249166308
0,0.44973906856316703,0.2650798037799312
0,0.611941745919997,0.40116888391024136
0,0.5973526335505258,0.3641478366727745
0,0.7520479855693155,0.6472588545226606
0,0.7218531261238467,0.2942662401817259
0,0.8177059913884354,0.5341852603891405
0,0.7424995555380338,0.32708362036987937
0,0.6334077439319553,0.24002979597702856
0,0.9482854008619089,0.14380903401024905
0,0.645341840342829,0.5758682644143104
0,0.8503305695484016,0.24049964446028732
0,0.8080458956121038,0.2709408762648528
0,0.7123240358488087,0.6216164166633716
0,0.7290348866108907,0.028682196011053283
0,0.4933882263813942,0.21796389419333193
0,0.6310038917536769,0.40732898004497575
0,0.8106116518446174,0.2156354068317415
0,0.6748045383491353,0.5376658490921813
0,0.5507484549966118,0.123913181017568
0,0.5915337729081696,0.20358797809767343
0,0.6507213011534047,0.3478690967624244
0,0.5679410312307697,0.28016304800757713
0,0.6776612055851262,0.639033734266336
0,0.4676806919085495,0.409068418632132
0,0.6051140948951063,0.49939218552143455
0,0.8242230941459727,0.26858141718220946
0,0.9388706553590078,0.1206242866358922
0,0.5864561079856004,0.07430996849381842
0,0.5138529501683616,0.28988917948983145
0,0.6460265953862642,0.4274444128224034
0,0.9026540247085763,0.24144357539512856
0,0.9741767154563318,0.13867088928757898
0,0.8358826903414289,0.23585325325395395
0,0.5406728320419324,0.28151512547926105
0,0.6659291428328917,0.40491858137188796
0,0.7573957498844,0.1464996617548252
0,0.57035277554812,0.15188120746789752
0,0.8476158331003101,0.5079904517595992
0,0.7576448660542661,0.2888123744146351
0,0.45429893485647715,0.28496305004275274
0,0.4582472537759575,0.27420352688952065
0,0.5164119677263088,0.2933079559602562
0,0.8697074065042664,0.1334348813449468
0,0.9723788493793346,0.004539894276267571
0,0.90340792721,0.06445359842438116
0,0.6514155928946622,0.18536961957515002
0,0.5508035580382702,0.021031965419244934
0,0.4191218492841823,0.2966130581369688
0,0.8322367217002375,0.44364051960686113
0,0.5846836860125482,0.42393446236842774
0,0.5963112731822691,0.4522516883528094
0,0.7095702988161694,0.29469173344095023
0,0.46299460371011564,0.2678155216677922
0,0.6534346737817991,0.5903745159585013
0,0.7863422432533937,0.029588058701719655
0,0.5915538989480176,0.38685894761747197
0,0.4576840612483625,0.3387605992841252
0,0.5521559150107418,0.02786178039999647
0,0.5996721315727416,0.08551157043572774
0,0.6583569119052358,0.1721666476938269
0,0.5299178108615804,0.46686852157671727
0,0.7005874160884774,0.15064938097102118
0,0.5058464662884774,0.024168227946704552
0,0.8319199852708915,0.33483819068665327
0,0.6324337510275039,0.15529727981532007
0,0.7232223007384828,0.40792651777974076
0,0.8518542236124824,0.49001750959693
0,0.748043296764513,0.13089401331434128
0,0.7372960614945753,0.4596618679067426
0,0.6138762723443058,0.12544517460971918
0,0.6636976795387886,0.12221094301891962
0,0.5347812282635803,0.11187413503291706
0,0.5023519502445457,0.2608735450995223
0,0.4858037575559134,0.30700062410104556
0,0.5958694029329376,0.28511284004147375
0,0.7465637632641549,0.5354507434138877
0,0.46193915391590984,0.2792743872396119
0,0.7862794985832189,0.2291818812510707
0,0.9271841713451399,0.011405226394190102
0,0.541992941141929,0.2736078851573869
0,0.7865115688958099,0.13016976682259623
0,0.4479642199062094,0.33144203257269667
0,0.6628932981572994,0.5204933203287286
0,0.7054862800703772,0.38485595833376435
0,0.44163568587826885,0.3042321668623795
